name,fiscal_year,total,month_name,month,fiscal_month,year
all_other_local_non_taxes,2014,10016646.0,jan,1,7,2014
total_local_non_tax_revenue,2014,23738256.0,jan,1,7,2014
licenses_and_inspection_fees,2014,6260631.0,feb,2,8,2014
traffic_fines,2014,580921.0,feb,2,8,2014
non_profit_contribution,2014,0.0,feb,2,8,2014
cable_television,2014,937632.0,feb,2,8,2014
emergency_medical_services,2014,2646314.0,feb,2,8,2014
court_related_costs,2014,3310114.0,feb,2,8,2014
interest_earnings,2014,375308.0,feb,2,8,2014
asset_sales,2014,117.0,feb,2,8,2014
all_other_local_non_taxes,2014,13239929.0,feb,2,8,2014
total_local_non_tax_revenue,2014,27350966.0,feb,2,8,2014
licenses_and_inspection_fees,2014,8593303.0,mar,3,9,2014
traffic_fines,2014,702784.0,mar,3,9,2014
non_profit_contribution,2014,1433470.0,mar,3,9,2014
cable_television,2014,0.0,mar,3,9,2014
emergency_medical_services,2014,2887128.0,mar,3,9,2014
court_related_costs,2014,3498569.0,mar,3,9,2014
interest_earnings,2014,-19827.0,mar,3,9,2014
asset_sales,2014,307923.0,mar,3,9,2014
all_other_local_non_taxes,2014,5909729.0,mar,3,9,2014
total_local_non_tax_revenue,2014,23313079.0,mar,3,9,2014
licenses_and_inspection_fees,2014,7683338.0,apr,4,10,2014
traffic_fines,2014,545928.0,apr,4,10,2014
non_profit_contribution,2014,47770.0,apr,4,10,2014
cable_television,2014,4394343.0,apr,4,10,2014
emergency_medical_services,2014,3368855.0,apr,4,10,2014
court_related_costs,2014,3968178.0,apr,4,10,2014
interest_earnings,2014,243883.0,apr,4,10,2014
asset_sales,2014,320.0,apr,4,10,2014
all_other_local_non_taxes,2014,7416847.0,apr,4,10,2014
total_local_non_tax_revenue,2014,27669462.0,apr,4,10,2014
licenses_and_inspection_fees,2014,4250134.0,may,5,11,2014
traffic_fines,2014,674546.0,may,5,11,2014
non_profit_contribution,2014,220667.0,may,5,11,2014
cable_television,2014,1484822.0,may,5,11,2014
emergency_medical_services,2014,3375585.0,may,5,11,2014
court_related_costs,2014,3762220.0,may,5,11,2014
interest_earnings,2014,51946.0,may,5,11,2014
asset_sales,2014,127222.0,may,5,11,2014
all_other_local_non_taxes,2014,8565804.0,may,5,11,2014
total_local_non_tax_revenue,2014,22512946.0,may,5,11,2014
licenses_and_inspection_fees,2014,3458004.0,jun,6,12,2014
traffic_fines,2014,507276.0,jun,6,12,2014
non_profit_contribution,2014,1228088.0,jun,6,12,2014
cable_television,2014,0.0,jun,6,12,2014
emergency_medical_services,2014,3059900.0,jun,6,12,2014
court_related_costs,2014,4102082.0,jun,6,12,2014
interest_earnings,2014,92855.0,jun,6,12,2014
asset_sales,2014,28110152.0,jun,6,12,2014
all_other_local_non_taxes,2014,3730611.0,jun,6,12,2014
total_local_non_tax_revenue,2014,44288968.0,jun,6,12,2014
licenses_and_inspection_fees,2015,3318165.0,jul,7,1,2014
traffic_fines,2015,620583.0,jul,7,1,2014
non_profit_contribution,2015,124372.0,jul,7,1,2014
cable_television,2015,4419576.0,jul,7,1,2014
emergency_medical_services,2015,2808481.0,jul,7,1,2014
court_related_costs,2015,3882935.0,jul,7,1,2014
interest_earnings,2015,137216.0,jul,7,1,2014
asset_sales,2015,415006.0,jul,7,1,2014
all_other_local_non_taxes,2015,13052820.0,jul,7,1,2014
total_local_non_tax_revenue,2015,28779154.0,jul,7,1,2014
licenses_and_inspection_fees,2015,3017024.0,aug,8,2,2014
traffic_fines,2015,460503.0,aug,8,2,2014
non_profit_contribution,2015,175000.0,aug,8,2,2014
cable_television,2015,1099624.0,aug,8,2,2014
emergency_medical_services,2015,3235686.0,aug,8,2,2014
court_related_costs,2015,4165413.0,aug,8,2,2014
interest_earnings,2015,236752.0,aug,8,2,2014
asset_sales,2015,174.0,aug,8,2,2014
all_other_local_non_taxes,2015,6816953.0,aug,8,2,2014
total_local_non_tax_revenue,2015,19207129.0,aug,8,2,2014
licenses_and_inspection_fees,2015,4081696.0,sep,9,3,2014
traffic_fines,2015,466845.0,sep,9,3,2014
non_profit_contribution,2015,5074.0,sep,9,3,2014
cable_television,2015,0.0,sep,9,3,2014
emergency_medical_services,2015,2916401.0,sep,9,3,2014
court_related_costs,2015,3878896.0,sep,9,3,2014
interest_earnings,2015,44952.0,sep,9,3,2014
asset_sales,2015,75168.0,sep,9,3,2014
all_other_local_non_taxes,2015,7924398.0,sep,9,3,2014
total_local_non_tax_revenue,2015,19393430.0,sep,9,3,2014
licenses_and_inspection_fees,2015,3636479.0,oct,10,4,2014
traffic_fines,2015,582214.0,oct,10,4,2014
non_profit_contribution,2015,403977.0,oct,10,4,2014
cable_television,2015,4225041.0,oct,10,4,2014
emergency_medical_services,2015,3112320.0,oct,10,4,2014
court_related_costs,2015,3804253.0,oct,10,4,2014
interest_earnings,2015,-78034.0,oct,10,4,2014
asset_sales,2015,800.0,oct,10,4,2014
all_other_local_non_taxes,2015,9069470.0,oct,10,4,2014
total_local_non_tax_revenue,2015,24756520.0,oct,10,4,2014
licenses_and_inspection_fees,2015,2574213.0,nov,11,5,2014
traffic_fines,2015,249704.0,nov,11,5,2014
non_profit_contribution,2015,0.0,nov,11,5,2014
cable_television,2015,1169844.0,nov,11,5,2014
emergency_medical_services,2015,3275040.0,nov,11,5,2014
court_related_costs,2015,3873212.0,nov,11,5,2014
interest_earnings,2015,44814.0,nov,11,5,2014
asset_sales,2015,1826.0,nov,11,5,2014
all_other_local_non_taxes,2015,8386062.0,nov,11,5,2014
total_local_non_tax_revenue,2015,19574715.0,nov,11,5,2014
licenses_and_inspection_fees,2015,3806065.0,dec,12,6,2014
traffic_fines,2015,680647.0,dec,12,6,2014
non_profit_contribution,2015,0.0,dec,12,6,2014
cable_television,2015,0.0,dec,12,6,2014
emergency_medical_services,2015,2656320.0,dec,12,6,2014
court_related_costs,2015,3448660.0,dec,12,6,2014
interest_earnings,2015,733831.0,dec,12,6,2014
asset_sales,2015,374752.0,dec,12,6,2014
all_other_local_non_taxes,2015,7924417.0,dec,12,6,2014
total_local_non_tax_revenue,2015,19624692.0,dec,12,6,2014
licenses_and_inspection_fees,2015,2526544.0,jan,1,7,2015
traffic_fines,2015,550120.0,jan,1,7,2015
non_profit_contribution,2015,191367.0,jan,1,7,2015
cable_television,2015,4073176.0,jan,1,7,2015
emergency_medical_services,2015,3195600.0,jan,1,7,2015
court_related_costs,2015,3541710.0,jan,1,7,2015
interest_earnings,2015,57237.0,jan,1,7,2015
asset_sales,2015,192015.0,jan,1,7,2015
all_other_local_non_taxes,2015,11655199.0,jan,1,7,2015
total_local_non_tax_revenue,2015,25982968.0,jan,1,7,2015
licenses_and_inspection_fees,2015,3945372.0,feb,2,8,2015
traffic_fines,2015,567625.0,feb,2,8,2015
non_profit_contribution,2015,0.0,feb,2,8,2015
cable_television,2015,1363814.0,feb,2,8,2015
emergency_medical_services,2015,2624164.0,feb,2,8,2015
court_related_costs,2015,3431810.0,feb,2,8,2015
interest_earnings,2015,30204.0,feb,2,8,2015
asset_sales,2015,95.0,feb,2,8,2015
all_other_local_non_taxes,2015,5223119.0,feb,2,8,2015
total_local_non_tax_revenue,2015,17186203.0,feb,2,8,2015
licenses_and_inspection_fees,2015,9370905.0,mar,3,9,2015
traffic_fines,2015,582996.0,mar,3,9,2015
non_profit_contribution,2015,1423336.0,mar,3,9,2015
cable_television,2015,0.0,mar,3,9,2015
emergency_medical_services,2015,2997894.0,mar,3,9,2015
court_related_costs,2015,3575080.0,mar,3,9,2015
interest_earnings,2015,59133.0,mar,3,9,2015
asset_sales,2015,619409.0,mar,3,9,2015
all_other_local_non_taxes,2015,11811323.0,mar,3,9,2015
total_local_non_tax_revenue,2015,30440076.0,mar,3,9,2015
licenses_and_inspection_fees,2015,6636362.0,apr,4,10,2015
traffic_fines,2015,654785.0,apr,4,10,2015
non_profit_contribution,2015,158670.0,apr,4,10,2015
cable_television,2015,0.0,apr,4,10,2015
emergency_medical_services,2015,3088005.0,apr,4,10,2015
court_related_costs,2015,3799694.0,apr,4,10,2015
interest_earnings,2015,63283.0,apr,4,10,2015
asset_sales,2015,0.0,apr,4,10,2015
all_other_local_non_taxes,2015,8005738.0,apr,4,10,2015
total_local_non_tax_revenue,2015,22406537.0,apr,4,10,2015
licenses_and_inspection_fees,2015,5002825.0,may,5,11,2015
traffic_fines,2015,521063.0,may,5,11,2015
non_profit_contribution,2015,0.0,may,5,11,2015
cable_television,2015,5578847.0,may,5,11,2015
emergency_medical_services,2015,2878751.0,may,5,11,2015
court_related_costs,2015,3917895.0,may,5,11,2015
interest_earnings,2015,70948.0,may,5,11,2015
asset_sales,2015,73676.0,may,5,11,2015
all_other_local_non_taxes,2015,8511226.0,may,5,11,2015
total_local_non_tax_revenue,2015,26555231.0,may,5,11,2015
licenses_and_inspection_fees,2015,4387721.0,jun,6,12,2015
traffic_fines,2015,484720.0,jun,6,12,2015
non_profit_contribution,2015,1345677.0,jun,6,12,2015
cable_television,2015,0.0,jun,6,12,2015
emergency_medical_services,2015,2994063.0,jun,6,12,2015
court_related_costs,2015,4256671.0,jun,6,12,2015
interest_earnings,2015,346620.0,jun,6,12,2015
asset_sales,2015,3377.0,jun,6,12,2015
all_other_local_non_taxes,2015,4675908.0,jun,6,12,2015
total_local_non_tax_revenue,2015,18494757.0,jun,6,12,2015
licenses_and_inspection_fees,2016,4434656.0,jul,7,1,2015
traffic_fines,2016,604347.0,jul,7,1,2015
non_profit_contribution,2016,291214.0,jul,7,1,2015
cable_television,2016,0.0,jul,7,1,2015
emergency_medical_services,2016,3142043.0,jul,7,1,2015
court_related_costs,2016,4104025.0,jul,7,1,2015
interest_earnings,2016,72188.0,jul,7,1,2015
asset_sales,2016,80832.0,jul,7,1,2015
all_other_local_non_taxes,2016,16481350.0,jul,7,1,2015
total_local_non_tax_revenue,2016,29210655.0,jul,7,1,2015
licenses_and_inspection_fees,2016,3476005.0,aug,8,2,2015
traffic_fines,2016,494078.0,aug,8,2,2015
non_profit_contribution,2016,66733.0,aug,8,2,2015
cable_television,2016,5760233.0,aug,8,2,2015
emergency_medical_services,2016,2770061.0,aug,8,2,2015
court_related_costs,2016,4050445.0,aug,8,2,2015
interest_earnings,2016,2803364.0,aug,8,2,2015
asset_sales,2016,554888.0,aug,8,2,2015
all_other_local_non_taxes,2016,9231758.0,aug,8,2,2015
total_local_non_tax_revenue,2016,29207565.0,aug,8,2,2015
licenses_and_inspection_fees,2016,4041993.0,sep,9,3,2015
traffic_fines,2016,478075.0,sep,9,3,2015
non_profit_contribution,2016,0.0,sep,9,3,2015
cable_television,2016,0.0,sep,9,3,2015
emergency_medical_services,2016,3557996.0,sep,9,3,2015
court_related_costs,2016,3529159.0,sep,9,3,2015
interest_earnings,2016,49061.0,sep,9,3,2015
asset_sales,2016,2019913.0,sep,9,3,2015
all_other_local_non_taxes,2016,11387790.0,sep,9,3,2015
total_local_non_tax_revenue,2016,25063987.0,sep,9,3,2015
licenses_and_inspection_fees,2016,3954393.0,oct,10,4,2015
traffic_fines,2016,550988.0,oct,10,4,2015
non_profit_contribution,2016,419692.0,oct,10,4,2015
cable_television,2016,0.0,oct,10,4,2015
emergency_medical_services,2016,2964120.0,oct,10,4,2015
court_related_costs,2016,3583079.0,oct,10,4,2015
interest_earnings,2016,177625.0,oct,10,4,2015
asset_sales,2016,1267957.0,oct,10,4,2015
all_other_local_non_taxes,2016,8513132.0,oct,10,4,2015
total_local_non_tax_revenue,2016,21430986.0,oct,10,4,2015
licenses_and_inspection_fees,2016,2749675.0,nov,11,5,2015
traffic_fines,2016,344546.0,nov,11,5,2015
non_profit_contribution,2016,0.0,nov,11,5,2015
cable_television,2016,5537807.0,nov,11,5,2015
emergency_medical_services,2016,3633484.0,nov,11,5,2015
court_related_costs,2016,3823725.0,nov,11,5,2015
interest_earnings,2016,49765.0,nov,11,5,2015
asset_sales,2016,560.0,nov,11,5,2015
all_other_local_non_taxes,2016,6198189.0,nov,11,5,2015
total_local_non_tax_revenue,2016,22337751.0,nov,11,5,2015
licenses_and_inspection_fees,2016,3154668.0,dec,12,6,2015
traffic_fines,2016,411798.0,dec,12,6,2015
non_profit_contribution,2016,0.0,dec,12,6,2015
cable_television,2016,0.0,dec,12,6,2015
emergency_medical_services,2016,3153740.0,dec,12,6,2015
court_related_costs,2016,3457868.0,dec,12,6,2015
interest_earnings,2016,43697.0,dec,12,6,2015
asset_sales,2016,0.0,dec,12,6,2015
all_other_local_non_taxes,2016,13487368.0,dec,12,6,2015
total_local_non_tax_revenue,2016,23709139.0,dec,12,6,2015
licenses_and_inspection_fees,2016,3703621.0,jan,1,7,2016
traffic_fines,2016,489625.0,jan,1,7,2016
non_profit_contribution,2016,295244.0,jan,1,7,2016
cable_television,2016,0.0,jan,1,7,2016
emergency_medical_services,2016,4645113.0,jan,1,7,2016
court_related_costs,2016,3774559.0,jan,1,7,2016
interest_earnings,2016,1245098.0,jan,1,7,2016
asset_sales,2016,1171242.0,jan,1,7,2016
all_other_local_non_taxes,2016,13730234.0,jan,1,7,2016
total_local_non_tax_revenue,2016,29054736.0,jan,1,7,2016
licenses_and_inspection_fees,2016,6489287.0,feb,2,8,2016
traffic_fines,2016,542274.0,feb,2,8,2016
non_profit_contribution,2016,30000.0,feb,2,8,2016
cable_television,2016,0.0,feb,2,8,2016
emergency_medical_services,2016,3376809.0,feb,2,8,2016
court_related_costs,2016,3283133.0,feb,2,8,2016
interest_earnings,2016,42500.0,feb,2,8,2016
asset_sales,2016,0.0,feb,2,8,2016
all_other_local_non_taxes,2016,4447572.0,feb,2,8,2016
total_local_non_tax_revenue,2016,18211575.0,feb,2,8,2016
licenses_and_inspection_fees,2016,6865909.0,mar,3,9,2016
traffic_fines,2016,658155.0,mar,3,9,2016
non_profit_contribution,2016,1410371.0,mar,3,9,2016
cable_television,2016,1645364.0,mar,3,9,2016
emergency_medical_services,2016,3733963.0,mar,3,9,2016
court_related_costs,2016,3926781.0,mar,3,9,2016
interest_earnings,2016,51473.0,mar,3,9,2016
asset_sales,2016,0.0,mar,3,9,2016
all_other_local_non_taxes,2016,8541115.0,mar,3,9,2016
total_local_non_tax_revenue,2016,26833131.0,mar,3,9,2016
licenses_and_inspection_fees,2016,6127543.0,apr,4,10,2016
traffic_fines,2016,448991.0,apr,4,10,2016
non_profit_contribution,2016,211065.0,apr,4,10,2016
cable_television,2016,0.0,apr,4,10,2016
emergency_medical_services,2016,4375462.0,apr,4,10,2016
court_related_costs,2016,4063718.0,apr,4,10,2016
interest_earnings,2016,95137.0,apr,4,10,2016
asset_sales,2016,113.0,apr,4,10,2016
all_other_local_non_taxes,2016,10350118.0,apr,4,10,2016
total_local_non_tax_revenue,2016,25672147.0,apr,4,10,2016
licenses_and_inspection_fees,2016,4489333.0,may,5,11,2016
traffic_fines,2016,447350.0,may,5,11,2016
non_profit_contribution,2016,64829.0,may,5,11,2016
cable_television,2016,9844973.0,may,5,11,2016
emergency_medical_services,2016,3433194.0,may,5,11,2016
court_related_costs,2016,3605226.0,may,5,11,2016
interest_earnings,2016,-687858.0,may,5,11,2016
asset_sales,2016,0.0,may,5,11,2016
all_other_local_non_taxes,2016,7391393.0,may,5,11,2016
total_local_non_tax_revenue,2016,28588440.0,may,5,11,2016
licenses_and_inspection_fees,2016,4130125.0,jun,6,12,2016
traffic_fines,2016,522704.0,jun,6,12,2016
non_profit_contribution,2016,1212090.0,jun,6,12,2016
cable_television,2016,0.0,jun,6,12,2016
emergency_medical_services,2016,3477090.0,jun,6,12,2016
court_related_costs,2016,4286611.0,jun,6,12,2016
interest_earnings,2016,411369.0,jun,6,12,2016
asset_sales,2016,4508.0,jun,6,12,2016
all_other_local_non_taxes,2016,4620228.0,jun,6,12,2016
total_local_non_tax_revenue,2016,18664725.0,jun,6,12,2016
total_local_non_tax_revenue,2017,24932044.0,jul,7,1,2016
all_other_local_non_taxes,2017,13243615.0,jul,7,1,2016
licenses_and_inspection_fees,2017,3097120.0,jul,7,1,2016
traffic_fines,2017,401094.0,jul,7,1,2016
non_profit_contribution,2017,308876.0,jul,7,1,2016
cable_television,2017,0.0,jul,7,1,2016
emergency_medical_services,2017,3579403.0,jul,7,1,2016
court_related_costs,2017,4233847.0,jul,7,1,2016
interest_earnings,2017,48016.0,jul,7,1,2016
asset_sales,2017,20073.0,jul,7,1,2016
non_profit_contribution,2017,67409.0,aug,8,2,2016
cable_television,2017,4116957.0,aug,8,2,2016
emergency_medical_services,2017,4079014.0,aug,8,2,2016
court_related_costs,2017,3931264.0,aug,8,2,2016
total_local_non_tax_revenue,2017,28033479.0,aug,8,2,2016
asset_sales,2017,148000.0,aug,8,2,2016
all_other_local_non_taxes,2017,9921177.0,aug,8,2,2016
traffic_fines,2017,382455.0,aug,8,2,2016
interest_earnings,2017,221539.0,aug,8,2,2016
licenses_and_inspection_fees,2017,5165664.0,aug,8,2,2016
traffic_fines,2017,449104.0,sep,9,3,2016
all_other_local_non_taxes,2017,8338461.0,sep,9,3,2016
asset_sales,2017,34333.0,sep,9,3,2016
interest_earnings,2017,209759.0,sep,9,3,2016
total_local_non_tax_revenue,2017,23464342.0,sep,9,3,2016
emergency_medical_services,2017,4114782.0,sep,9,3,2016
cable_television,2017,1760949.0,sep,9,3,2016
non_profit_contribution,2017,0.0,sep,9,3,2016
licenses_and_inspection_fees,2017,4786880.0,sep,9,3,2016
court_related_costs,2017,3770074.0,sep,9,3,2016
traffic_fines,2017,358396.0,oct,10,4,2016
licenses_and_inspection_fees,2017,4169518.0,oct,10,4,2016
total_local_non_tax_revenue,2017,21672750.0,oct,10,4,2016
all_other_local_non_taxes,2017,9407704.0,oct,10,4,2016
asset_sales,2017,212749.0,oct,10,4,2016
interest_earnings,2017,49568.0,oct,10,4,2016
court_related_costs,2017,3824017.0,oct,10,4,2016
emergency_medical_services,2017,3274204.0,oct,10,4,2016
cable_television,2017,0.0,oct,10,4,2016
non_profit_contribution,2017,376594.0,oct,10,4,2016
traffic_fines,2017,353577.0,nov,11,5,2016
non_profit_contribution,2017,0.0,nov,11,5,2016
cable_television,2017,5857209.0,nov,11,5,2016
court_related_costs,2017,3699106.0,nov,11,5,2016
interest_earnings,2017,1183362.0,nov,11,5,2016
asset_sales,2017,183.0,nov,11,5,2016
all_other_local_non_taxes,2017,10435148.0,nov,11,5,2016
total_local_non_tax_revenue,2017,28721533.0,nov,11,5,2016
licenses_and_inspection_fees,2017,3550333.0,nov,11,5,2016
emergency_medical_services,2017,3642615.0,nov,11,5,2016
total_local_non_tax_revenue,2017,21217298.0,dec,12,6,2016
asset_sales,2017,116482.0,dec,12,6,2016
interest_earnings,2017,157629.0,dec,12,6,2016
court_related_costs,2017,3589063.0,dec,12,6,2016
emergency_medical_services,2017,3543662.0,dec,12,6,2016
cable_television,2017,0.0,dec,12,6,2016
non_profit_contribution,2017,30000.0,dec,12,6,2016
traffic_fines,2017,365717.0,dec,12,6,2016
licenses_and_inspection_fees,2017,3808833.0,dec,12,6,2016
all_other_local_non_taxes,2017,9605912.0,dec,12,6,2016
total_local_non_tax_revenue,2017,28871165.0,jan,1,7,2017
asset_sales,2017,41633.0,jan,1,7,2017
interest_earnings,2017,1345644.0,jan,1,7,2017
court_related_costs,2017,3720438.0,jan,1,7,2017
emergency_medical_services,2017,3512729.0,jan,1,7,2017
cable_television,2017,0.0,jan,1,7,2017
non_profit_contribution,2017,265518.0,jan,1,7,2017
traffic_fines,2017,420740.0,jan,1,7,2017
licenses_and_inspection_fees,2017,2754718.0,jan,1,7,2017
all_other_local_non_taxes,2017,16809745.0,jan,1,7,2017
asset_sales,2017,1150352.0,feb,2,8,2017
interest_earnings,2017,100188.0,feb,2,8,2017
court_related_costs,2017,3963016.0,feb,2,8,2017
emergency_medical_services,2017,3053860.0,feb,2,8,2017
cable_television,2017,3978851.0,feb,2,8,2017
non_profit_contribution,2017,32488.0,feb,2,8,2017
traffic_fines,2017,399386.0,feb,2,8,2017
licenses_and_inspection_fees,2017,7061843.0,feb,2,8,2017
total_local_non_tax_revenue,2017,22476114.0,feb,2,8,2017
all_other_local_non_taxes,2017,2736130.0,feb,2,8,2017
total_local_non_tax_revenue,2017,31524316.0,mar,3,9,2017
licenses_and_inspection_fees,2017,8772098.0,mar,3,9,2017
traffic_fines,2017,708331.0,mar,3,9,2017
non_profit_contribution,2017,1353900.0,mar,3,9,2017
cable_television,2017,2853785.0,mar,3,9,2017
emergency_medical_services,2017,3357163.0,mar,3,9,2017
court_related_costs,2017,8187056.0,mar,3,9,2017
interest_earnings,2017,302509.0,mar,3,9,2017
all_other_local_non_taxes,2017,5883518.0,mar,3,9,2017
asset_sales,2017,105956.0,mar,3,9,2017
all_other_local_non_taxes,2017,8920640.0,apr,4,10,2017
asset_sales,2017,0.0,apr,4,10,2017
interest_earnings,2017,86898.0,apr,4,10,2017
court_related_costs,2017,4411246.0,apr,4,10,2017
emergency_medical_services,2017,3628104.0,apr,4,10,2017
cable_television,2017,0.0,apr,4,10,2017
non_profit_contribution,2017,224466.0,apr,4,10,2017
traffic_fines,2017,434933.0,apr,4,10,2017
licenses_and_inspection_fees,2017,5110602.0,apr,4,10,2017
total_local_non_tax_revenue,2017,22816889.0,apr,4,10,2017
total_local_non_tax_revenue,2017,32739198.0,may,5,11,2017
asset_sales,2017,87219.0,may,5,11,2017
all_other_local_non_taxes,2017,-7384739.0,may,5,11,2017
licenses_and_inspection_fees,2017,6050688.0,may,5,11,2017
traffic_fines,2017,422840.0,may,5,11,2017
non_profit_contribution,2017,4513.0,may,5,11,2017
cable_television,2017,5964549.0,may,5,11,2017
emergency_medical_services,2017,1991875.0,may,5,11,2017
court_related_costs,2017,25515772.0,may,5,11,2017
interest_earnings,2017,86481.0,may,5,11,2017
all_other_local_non_taxes,2017,6909530.0,jun,6,12,2017
traffic_fines,2017,501775.0,jun,6,12,2017
non_profit_contribution,2017,1355749.0,jun,6,12,2017
cable_television,2017,0.0,jun,6,12,2017
emergency_medical_services,2017,2848593.0,jun,6,12,2017
court_related_costs,2017,4568469.0,jun,6,12,2017
interest_earnings,2017,962375.0,jun,6,12,2017
asset_sales,2017,572862.0,jun,6,12,2017
total_local_non_tax_revenue,2017,22246346.0,jun,6,12,2017
licenses_and_inspection_fees,2017,4526993.0,jun,6,12,2017
all_other_local_non_taxes,2018,11310691.0,jul,7,1,2017
asset_sales,2018,111894.0,jul,7,1,2017
interest_earnings,2018,132184.0,jul,7,1,2017
court_related_costs,2018,3825236.0,jul,7,1,2017
emergency_medical_services,2018,3839116.0,jul,7,1,2017
cable_television,2018,387000.0,jul,7,1,2017
non_profit_contribution,2018,149381.0,jul,7,1,2017
traffic_fines,2018,390934.0,jul,7,1,2017
licenses_and_inspection_fees,2018,4135312.0,jul,7,1,2017
total_local_non_tax_revenue,2018,24281748.0,jul,7,1,2017
licenses_and_inspection_fees,2018,5577006.0,aug,8,2,2017
emergency_medical_services,2018,3261045.0,aug,8,2,2017
non_profit_contribution,2018,30000.0,aug,8,2,2017
cable_television,2018,5587910.0,aug,8,2,2017
court_related_costs,2018,4571216.0,aug,8,2,2017
interest_earnings,2018,155086.0,aug,8,2,2017
asset_sales,2018,356.0,aug,8,2,2017
all_other_local_non_taxes,2018,9785258.0,aug,8,2,2017
total_local_non_tax_revenue,2018,29442255.0,aug,8,2,2017
traffic_fines,2018,474378.0,aug,8,2,2017
total_local_non_tax_revenue,2018,21136784.0,sep,9,3,2017
all_other_local_non_taxes,2018,7599866.0,sep,9,3,2017
asset_sales,2018,14490.0,sep,9,3,2017
interest_earnings,2018,451139.0,sep,9,3,2017
court_related_costs,2018,4617384.0,sep,9,3,2017
cable_television,2018,0.0,sep,9,3,2017
non_profit_contribution,2018,20050.0,sep,9,3,2017
traffic_fines,2018,368629.0,sep,9,3,2017
emergency_medical_services,2018,3752078.0,sep,9,3,2017
licenses_and_inspection_fees,2018,4313148.0,sep,9,3,2017
licenses_and_inspection_fees,2018,5117875.0,oct,10,4,2017
asset_sales,2018,356500.0,oct,10,4,2017
